Qiymet,sign,Sheher,Marka,Model,Buraxilish_ili,Ban_novu,Reng,Muherrik_hecm,Muherrik_guc,Yanacaq_novu,Yurush,Suret_qutusu,Oturucu,Yeni,barter_mumkundurmu
29500,$,Bakı,Mercedes,S 63 AMG,2008,Sedan,Ağ,6.2,525,Benzin,78000,Avtomat,Arxa,Xeyr,Bəli
66000,$,Bakı,Porsche,Panamera GTS,2014,Hetçbek / Liftbek,Ağ,4.8,440,Benzin,80000,Avtomat,Tam,Xeyr,Xeyr
25250,$,Bakı,Hyundai,Sonata,2017,Sedan,Ağ,2.4,178,Benzin,9065,Avtomat,Ön,Xeyr,Xeyr
8600,AZN,Bakı,Chevrolet,Aveo,2010,Sedan,Qara,1.4,107,Benzin,275000,Mexaniki,Ön,Xeyr,Xeyr
17900,AZN,Bakı,Kia,Sorento,2007,Offroader / SUV,Qara,3.8,262,Benzin,174500,Avtomat,Tam,Xeyr,Xeyr
35000,$,Bakı,Audi,TT,2013,Kupe,Yaş Asfalt,2,211,Benzin,43500,Avtomat,Tam,Xeyr,Xeyr
25800,AZN,Bakı,Mercedes,Sprinter 316,2010,Furqon,Ağ,2.2,157,Dizel,270400,Mexaniki,Arxa,Xeyr,Xeyr
18400,AZN,Bakı,Kia,Cerato,2012,Sedan,Qara,1.6,132,Benzin,87618,Avtomat,Ön,Xeyr,Xeyr
23200,$,Bakı,Toyota,Prado,2008,Offroader / SUV,Qara,4,250,Benzin,138000,Avtomat,Tam,Xeyr,Bəli
77200,$,Bakı,Toyota,Land Cruiser,2018,Offroader / SUV,Qara,4,282,Benzin,0,Avtomat,Tam,Bəli,Bəli
6700,AZN,Zaqatala,LADA (VAZ),2107,2009,Sedan,Ağ,1.6,75,Benzin,84300,Mexaniki,Arxa,Xeyr,Xeyr
27800,AZN,Bakı,Kia,Optima,2013,Sedan,Qara,2,274,Benzin,82000,Avtomat,Ön,Xeyr,Xeyr
4200,AZN,Bakı,LADA (VAZ),2107,2003,Sedan,Bənövşəyi,1.6,75,Benzin,340000,Mexaniki,Arxa,Xeyr,Xeyr
7000,AZN,Oğuz,Opel,Meriva,2006,Minivan,Qara,1.6,122,Benzin,180000,Mexaniki,Ön,Xeyr,Xeyr
21260,AZN,Bakı,Ravon,Nexia R3,2017,Sedan,Qara,1.5,107,Benzin,40000,Mexaniki,Ön,Xeyr,Xeyr
29000,AZN,Xaçmaz,Toyota,Prado,2008,Offroader / SUV,Qara,2.7,167,Benzin,124000,Avtomat,Tam,Xeyr,Xeyr
19600,$,Bakı,Mercedes,C 250,2013,Sedan,Ağ,2.5,204,Benzin,87250,Avtomat,Tam,Xeyr,Xeyr
11000,AZN,Bakı,Opel,Zafira,2000,Minivan,Qara,1.8,116,Qaz,188138,Avtomat,Ön,Xeyr,Xeyr
11500,AZN,Sumqayıt,LADA (VAZ),Niva,2014,Offroader / SUV,Ağ,1.7,80,Benzin,52850,Mexaniki,Tam,Xeyr,Bəli
8200,AZN,Bakı,Opel,Astra,1999,Hetçbek / Liftbek,Gümüşü,1.6,101,Benzin,230000,Avtomat,Ön,Xeyr,Xeyr
6500,AZN,Bakı,Peugeot,307,2004,Hetçbek / Liftbek,Qara,2,150,Benzin,150000,Avtomat,Ön,Xeyr,Xeyr
15200,AZN,Bakı,Kia,Rio,2012,Sedan,Ağ,1.4,107,Benzin,147000,Avtomat,Ön,Xeyr,Bəli
5000,AZN,Xaçmaz,LADA (VAZ),2107,2006,Sedan,Tünd qırmızı,1.6,75,Benzin,479700,Mexaniki,Arxa,Xeyr,Xeyr
13300,AZN,Bakı,Mercedes,B 170,2006,Hetçbek / Liftbek,Qara,1.7,170,Benzin,107000,Avtomat,Ön,Xeyr,Xeyr
6200,AZN,Bakı,LADA (VAZ),2107,2009,Sedan,Ağ,1.6,75,Benzin,95000,Mexaniki,Arxa,Xeyr,Xeyr
9300,AZN,Bakı,Nissan,Murano,2005,Offroader / SUV,Qara,3.5,248,Benzin,232000,Avtomat,Tam,Xeyr,Xeyr
14700,AZN,Xaçmaz,LADA (VAZ),Niva,2016,Offroader / SUV,Göy,1.8,90,Benzin,50000,Mexaniki,Tam,Xeyr,Xeyr
22500,$,Bakı,Lexus,ES 350,2011,Offroader / SUV,Ağ,3.5,280,Benzin,133000,Avtomat,Ön,Xeyr,Xeyr
2700,AZN,Şamaxı,LADA (VAZ),2107,1989,Sedan,Bənövşəyi,1.5,65,Benzin,258870,Mexaniki,Arxa,Xeyr,Xeyr
37500,$,Bakı,Lexus,RX 350,2014,Offroader / SUV,Yaş Asfalt,3.5,277,Benzin,101000,Avtomat,Tam,Xeyr,Xeyr
43200,$,Bakı,Land Rover,Range Rover,2010,Offroader / SUV,Qara,3.6,271,Dizel,116000,Avtomat,Tam,Xeyr,Xeyr
210000,$,Bakı,Mercedes,S 65 AMG,2015,Sedan,Qara,5.5,612,Benzin,5000,Avtomat,Arxa,Xeyr,Xeyr
49000,$,Bakı,Toyota,Land Cruiser,2012,Offroader / SUV,Ağ,4.6,318,Benzin,50000,Avtomat,Tam,Xeyr,Bəli
23900,AZN,Bakı,Mercedes,E 220,2008,Universal,Gümüşü,2.2,170,Dizel,196580,Avtomat,Arxa,Xeyr,Xeyr
43200,$,Bakı,Toyota,Camry,2018,Sedan,Ağ,2.5,181,Benzin,0,Avtomat,Arxa,Bəli,Xeyr
4650,AZN,Bakı,Opel,Astra,1992,Hetçbek / Liftbek,Boz,1.8,118,Benzin,225000,Avtomat,Ön,Xeyr,Xeyr
41000,$,Bakı,Maserati,Quattroporte,2012,Sedan,Yaş Asfalt,4.7,450,Benzin,90000,Avtomat,Arxa,Xeyr,Xeyr
11000,AZN,Bakı,Skoda,Fabia,2013,Universal,Ağ,1.2,70,Benzin,185900,Mexaniki,Ön,Xeyr,Xeyr
34000,$,Bakı,Mercedes,CLS 55 AMG,2011,Sedan,Qara,4.7,550,Benzin,57000,Avtomat,Arxa,Xeyr,Xeyr
38500,$,Bakı,Mercedes,E 200,2015,Sedan,Ağ,2,184,Benzin,68000,Avtomat,Arxa,Xeyr,Xeyr
18400,AZN,Bakı,Kia,Cerato,2012,Sedan,Qara,1.6,132,Benzin,87618,Avtomat,Ön,Xeyr,Xeyr
20500,AZN,Bakı,Mercedes,ML 500,2002,Offroader / SUV,Göy,5,350,Benzin,311000,Avtomat,Tam,Xeyr,Bəli
40500,AZN,Bakı,Hyundai,H-1,2016,Minivan,Ağ,2.5,170,Dizel,120000,Avtomat,Arxa,Xeyr,Xeyr
21500,$,Bakı,Land Rover,Discovery,2008,Offroader / SUV,Qara,2.7,190,Dizel,210000,Avtomat,Tam,Xeyr,Xeyr
40000,$,Bakı,Land Rover,Range Rover,2010,Offroader / SUV,Göy,5,510,Benzin,90000,Avtomat,Tam,Xeyr,Xeyr
33500,$,Bakı,Nissan,X-Trail,2015,Offroader / SUV,Qəhvəyi,2.5,177,Benzin,0,Avtomat,Tam,Bəli,Xeyr
29500,AZN,Bakı,Mitsubishi,L 200,2014,Pikap,Ağ,2.5,143,Dizel,148000,Mexaniki,Tam,Xeyr,Bəli
21500,AZN,Sumqayıt,Hyundai,Veracruz,2008,Offroader / SUV,Ağ,3.8,260,Benzin,247366,Avtomat,Tam,Xeyr,Bəli
41000,$,Bakı,Land Rover,Range Rover,2010,Offroader / SUV,Qara,3.6,271,Dizel,179000,Avtomat,Tam,Xeyr,Xeyr
30000,$,Bakı,Infiniti,QX60,2013,Offroader / SUV,Qara,3.5,306,Benzin,70000,Avtomat,Tam,Xeyr,Xeyr
58000,$,Bakı,Land Rover,Discovery,2015,Offroader / SUV,Ağ,3,340,Benzin,50000,Avtomat,Tam,Xeyr,Xeyr
45700,$,Bakı,Land Rover,Range Rover,2011,Offroader / SUV,Ağ,5,510,Benzin,56000,Avtomat,Tam,Xeyr,Xeyr
4300,AZN,Bakı,Mercedes,190,1990,Sedan,Boz,1.8,146,Benzin,287000,Mexaniki,Arxa,Xeyr,Xeyr
15800,AZN,Bakı,Mercedes,E 240,2000,Sedan,Qara,2.4,170,Benzin,350000,Avtomat,Arxa,Xeyr,Bəli
8200,AZN,Bakı,Mercedes,C 180,1995,Sedan,Boz,1.8,122,Benzin,254000,Avtomat,Arxa,Xeyr,Xeyr
28700,$,Bakı,Mercedes,GL 550,2009,Offroader / SUV,Qara,5.5,388,Benzin,93000,Avtomat,Tam,Xeyr,Bəli
17800,AZN,Bakı,Toyota,Camry,2008,Sedan,Ağ,2.4,176,Benzin,221000,Avtomat,Ön,Xeyr,Xeyr
12700,AZN,Gəncə,LADA (VAZ),Priora,2014,Sedan,Ağ,1.6,106,Benzin,77800,Mexaniki,Ön,Xeyr,Xeyr
26500,$,Bakı,Volkswagen,Touareg,2012,Offroader / SUV,Ağ,3.6,286,Benzin,150000,Avtomat,Tam,Xeyr,Xeyr
26500,AZN,Bakı,Hyundai,Azera,2011,Sedan,Ağ,2.4,180,Benzin,108000,Avtomat,Ön,Xeyr,Xeyr
22100,AZN,Bakı,Hyundai,Genesis Coupe,2010,Kupe,Ağ,2,210,Benzin,130000,Avtomat,Arxa,Xeyr,Bəli
